DIA,MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DETALHAMENTO,VALOR_REEMBOLSADO
07,7,6,"Locomoção, hospedagem e alimentação",168,168,000.171.715,MISSING,115.77
07,7,6,"Locomoção, hospedagem e alimentação",196,196,000083924,MISSING,163.51
07,7,6,"Locomoção, hospedagem e alimentação",196,196,000084135,MISSING,120.0
07,7,6,"Locomoção, hospedagem e alimentação",196,196,001307,MISSING,2530.0
07,7,6,"Locomoção, hospedagem e alimentação",173,173,000117240,MISSING,209.31
07,7,6,Passagens,196,196,TLFPTP,"Companhia Aérea: GOL, Localizador: TLFPTP. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1716 - BSB/CGB - 01/07/2021;",2245.9
07,7,6,Passagens,196,196,CVKXEO,"Companhia Aérea: LATAM, Localizador: CVKXEO. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3336 - CGB/BSB - 04/07/2021;",1141.58
07,7,6,Passagens,196,196,VHDXJQ,"Companhia Aérea: LATAM, Localizador: VHDXJQ. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3335 - BSB/CGB - 09/07/2021;",563.99
08,7,6,Divulgação,2315,2201,33117208,MISSING,1700.0
08,7,6,"Locomoção, hospedagem e alimentação",196,196,001317,MISSING,1770.0
13,7,6,Passagens,196,196,JP1WXD,"Companhia Aérea: GOL, Localizador: JP1WXD. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1716 - CGB/BSB - 13/07/2021;",889.29
13,7,6,Passagens,2529,2706,CWXHXN,"Companhia Aérea: LATAM, Localizador: CWXHXN. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3746 - CGB/BSB - 13/07/2021; WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3335 - BSB/CGB - 15/07/2021;",321.32
14,7,6,Despesas gerais,194,193,000015073,MISSING,686.6
15,7,6,Despesas gerais,184,184,0020282,MISSING,30.0
15,7,6,Passagens,196,196,QTNZ9R,"Companhia Aérea: GOL, Localizador: QTNZ9R. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1716 - BSB/CGB - 15/07/2021;",933.89
16,7,6,Aluguel,2472,529,051696166,MISSING,996.85
16,7,6,Aluguel,173,173,3,MISSING,550.0
17,7,6,"Locomoção, hospedagem e alimentação",191,190,000014076,MISSING,168.64
19,7,6,"Locomoção, hospedagem e alimentação",175,175,000025770,MISSING,160.02
19,7,6,"Locomoção, hospedagem e alimentação",196,196,000018224,MISSING,200.0
20,7,6,"Locomoção, hospedagem e alimentação",196,196,000018274,MISSING,165.04
21,7,6,"Locomoção, hospedagem e alimentação",175,175,000025810,MISSING,169.02
22,7,6,"Locomoção, hospedagem e alimentação",1783,164,000159401,MISSING,155.43
22,7,6,"Locomoção, hospedagem e alimentação",166,166,000002983,MISSING,119.0
22,7,6,"Locomoção, hospedagem e alimentação",167,167,000233475,MISSING,100.03
22,7,6,"Locomoção, hospedagem e alimentação",196,196,001313,MISSING,4800.0
23,7,6,"Locomoção, hospedagem e alimentação",162,162,000003286,MISSING,150.03
23,7,6,"Locomoção, hospedagem e alimentação",164,164,000173252,MISSING,92.13
23,7,6,"Locomoção, hospedagem e alimentação",170,170,01572,MISSING,146.0
23,7,6,"Locomoção, hospedagem e alimentação",171,171,000263154,MISSING,170.01
23,7,6,"Locomoção, hospedagem e alimentação",172,172,943,MISSING,1400.0
24,7,6,"Locomoção, hospedagem e alimentação",163,163,000010922,MISSING,160.0
24,7,6,"Locomoção, hospedagem e alimentação",164,164,81296,MISSING,125.0
24,7,6,"Locomoção, hospedagem e alimentação",165,165,202100000001995,MISSING,148.0
24,7,6,"Locomoção, hospedagem e alimentação",165,165,212100000001994,MISSING,148.0
24,7,6,"Locomoção, hospedagem e alimentação",169,169,000414994,MISSING,181.06
25,7,6,"Locomoção, hospedagem e alimentação",173,173,000061810,MISSING,100.02
27,7,6,Aluguel,194,193,130,MISSING,235.0
27,7,6,"Locomoção, hospedagem e alimentação",175,175,000025876,MISSING,160.08
28,7,6,Aluguel,194,193,7,MISSING,2300.0
29,7,6,Aluguel,194,193,24048-6,MISSING,375.22
29,7,6,"Locomoção, hospedagem e alimentação",196,196,000018479,MISSING,149.97
31,7,6,"Locomoção, hospedagem e alimentação",169,169,000702743,MISSING,273.84
31,7,6,"Locomoção, hospedagem e alimentação",196,196,001315,MISSING,4370.0
07,8,6,Aluguel,196,196,MISSING,MISSING,3700.0
08,8,6,Despesas gerais,196,196,10712,MISSING,2805.0
08,8,6,Despesas gerais,184,184,0.020.724,MISSING,136.4
08,8,6,Despesas gerais,184,184,0.020.968,MISSING,62.2
08,8,6,Despesas gerais,190,189,45779,MISSING,259.0
08,8,6,Contratações,195,194,93,MISSING,2500.0
08,8,6,"Locomoção, hospedagem e alimentação",175,175,000.793.236,MISSING,294.58
08,8,6,"Locomoção, hospedagem e alimentação",182,182,001.191.178,MISSING,298.07
08,8,6,"Locomoção, hospedagem e alimentação",183,183,000002829,MISSING,190.41
08,8,6,"Locomoção, hospedagem e alimentação",196,196,000.018.658,MISSING,295.04
08,8,6,"Locomoção, hospedagem e alimentação",196,196,001317,MISSING,7080.0
08,8,6,Passagens,196,196,XK8I4A,"Companhia Aérea: AZUL, Localizador: XK8I4A. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 4838 - BSB - 05/08/2021;",644.68
08,8,6,Passagens,196,196,VJBN5V,"Companhia Aérea: GOL, Localizador: VJBN5V. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1713 - CGB/BSB - 10/08/2021; CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1716 - BSB/CGB - 11/08/2021;",2213.73
08,8,6,Passagens,196,196,KMCWSZ,"Companhia Aérea: GOL, Localizador: KMCWSZ. Passageiros: IRAJÁ REZENDE DE LACERDA (Matrícula 367518, COMISSIONADO), Voo: 1716 - CGB/BSB - 10/08/2021;",2979.87
08,8,6,Passagens,196,196,RPR1GQ,"Companhia Aérea: GOL, Localizador: RPR1GQ. Passageiros: IRAJÁ REZENDE DE LACERDA (Matrícula 367518, COMISSIONADO), Voo: 1716 - BSB/CGB - 11/08/2021;",1173.26
09,8,6,Contratações,2315,2201,33587465,MISSING,410.0
09,8,6,"Locomoção, hospedagem e alimentação",196,196,001326,MISSING,2065.0
09,8,6,"Locomoção, hospedagem e alimentação",196,196,001327,MISSING,4451.62
13,8,6,"Locomoção, hospedagem e alimentação",180,180,11189,MISSING,156.0
13,8,6,"Locomoção, hospedagem e alimentação",180,180,11190,MISSING,156.0
13,8,6,"Locomoção, hospedagem e alimentação",180,180,11188,MISSING,156.0
14,8,6,"Locomoção, hospedagem e alimentação",174,174,202100000000835,MISSING,125.0
14,8,6,"Locomoção, hospedagem e alimentação",174,174,202100000000837,MISSING,125.0
14,8,6,"Locomoção, hospedagem e alimentação",174,174,202100000000836,MISSING,125.0
14,8,6,"Locomoção, hospedagem e alimentação",174,174,202100000000834,MISSING,153.0
14,8,6,"Locomoção, hospedagem e alimentação",182,182,000.050.712,MISSING,276.89
14,8,6,Passagens,2529,2706,JMXEJH,"Companhia Aérea: LATAM, Localizador: JMXEJH. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3746 - CGB/BSB - 03/08/2021; WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3335 - BSB/CGB - 05/08/2021;",288.32
15,8,6,"Locomoção, hospedagem e alimentação",176,176,000.819.565,MISSING,270.0
15,8,6,"Locomoção, hospedagem e alimentação",2475,185,202100000008282,MISSING,189.0
15,8,6,"Locomoção, hospedagem e alimentação",2475,185,202100000008279,MISSING,189.0
15,8,6,"Locomoção, hospedagem e alimentação",2475,185,202100000008278,MISSING,189.0
15,8,6,"Locomoção, hospedagem e alimentação",2475,185,202100000008281,MISSING,189.0
16,8,6,Aluguel,173,173,4,MISSING,527.24
16,8,6,"Locomoção, hospedagem e alimentação",196,196,000.018.934,MISSING,100.0
16,8,6,"Locomoção, hospedagem e alimentação",196,196,000.088.164,MISSING,200.0
16,8,6,Passagens,196,196,BT2SRE,"Companhia Aérea: GOL, Localizador: BT2SRE. Passageiros: IRAJÁ REZENDE DE LACERDA (Matrícula 367518, COMISSIONADO), Voo: 1713 - CGB/BSB - 16/08/2021;",920.8
17,8,6,Aluguel,2472,529,052 933 209,MISSING,1003.88
17,8,6,Passagens,196,196,ZG5SYP,"Companhia Aérea: AZUL, Localizador: ZG5SYP. Passageiros: RENANCILDO SOARES DE FRANÇA (Matrícula 371078, COMISSIONADO), Voo: 2940 - CGB/BSB - 17/08/2021; JOSE CARLOS GUIMARAES MARTINS (Matrícula 368158, COMISSIONADO), Voo: 2940 - CGB/BSB - 17/08/2021; EDUARDO ALVES DE MOURA (Matrícula 367830, COMISSIONADO), Voo: 2940 - CGB/BSB - 17/08/2021;",3206.42
18,8,6,Aluguel,194,193,8,MISSING,2300.0
19,8,6,"Locomoção, hospedagem e alimentação",188,187,000.010.462,MISSING,280.0
19,8,6,Passagens,196,196,HWVUVD,"Companhia Aérea: GOL, Localizador: HWVUVD. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1716 - BSB/CGB - 19/08/2021;",748.37
19,8,6,Passagens,196,196,NN4BUZ,"Companhia Aérea: GOL, Localizador: NN4BUZ. Passageiros: IRAJÁ REZENDE DE LACERDA (Matrícula 367518, COMISSIONADO), Voo: 1716 - BSB/CGB - 19/08/2021;",859.48
19,8,6,Passagens,196,196,KHTEGY,"Companhia Aérea: GOL, Localizador: KHTEGY. Passageiros: RENANCILDO SOARES DE FRANÇA (Matrícula 371078, COMISSIONADO), Voo: 1716 - BSB/CGB - 19/08/2021;",1459.35
19,8,6,Passagens,196,196,MPZI4Q,"Companhia Aérea: GOL, Localizador: MPZI4Q. Passageiros: EDUARDO ALVES DE MOURA (Matrícula 367830, COMISSIONADO), Voo: 1716 - BSB/CGB - 19/08/2021;",1459.35
19,8,6,Passagens,196,196,SMTEXM,"Companhia Aérea: GOL, Localizador: SMTEXM. Passageiros: JOSE CARLOS GUIMARAES MARTINS (Matrícula 368158, COMISSIONADO), Voo: 1716 - BSB/CGB - 19/08/2021;",1459.35
20,8,6,Despesas gerais,184,184,0.021.239,MISSING,20.0
20,8,6,"Locomoção, hospedagem e alimentação",2477,178,000182479,MISSING,341.03
20,8,6,"Locomoção, hospedagem e alimentação",181,181,000.065.242,MISSING,161.0
23,8,6,Despesas gerais,184,184,0.021.291,MISSING,32.2
24,8,6,"Locomoção, hospedagem e alimentação",175,175,000.026.281,MISSING,419.83
24,8,6,"Locomoção, hospedagem e alimentação",2477,179,000.002.829,MISSING,200.0
24,8,6,Passagens,196,196,IINIWX,"Companhia Aérea: GOL, Localizador: IINIWX. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1713 - CGB/BSB - 24/08/2021;",735.98
26,8,6,Despesas gerais,184,184,0.021.425,MISSING,30.0
26,8,6,Passagens,196,196,DATEJQ,"Companhia Aérea: LATAM, Localizador: DATEJQ. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3346 - BSB/CWB - 26/08/2021;",593.42
28,8,6,"Locomoção, hospedagem e alimentação",191,190,000.022.818,MISSING,259.0
29,8,6,"Locomoção, hospedagem e alimentação",182,182,001.202.299,MISSING,266.22
29,8,6,Passagens,2430,196,TXWUXG,"Companhia Aérea: GOL, Localizador: TXWUXG. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 1713 - CGB/BSB - 31/08/2021; WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 1716 - BSB/CGB - 02/09/2021;",965.77
30,8,6,"Locomoção, hospedagem e alimentação",185,185,000.523.684,MISSING,240.04
30,8,6,"Locomoção, hospedagem e alimentação",2475,185,202100000009150,MISSING,216.0
30,8,6,"Locomoção, hospedagem e alimentação",2475,185,202100000009151,MISSING,216.0
30,8,6,"Locomoção, hospedagem e alimentação",2475,185,202100000009148,MISSING,216.0
31,8,6,"Locomoção, hospedagem e alimentação",177,177,2254,MISSING,119.0
31,8,6,"Locomoção, hospedagem e alimentação",177,177,2252,MISSING,122.5
31,8,6,"Locomoção, hospedagem e alimentação",177,177,2251,MISSING,131.5
31,8,6,"Locomoção, hospedagem e alimentação",191,190,000.015.068,MISSING,297.32
31,8,6,"Locomoção, hospedagem e alimentação",196,196,001315,MISSING,2530.0
05,9,6,Passagens,2529,2706,DPSQBB,"Companhia Aérea: LATAM, Localizador: DPSQBB. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3335 - BSB/CGB - 16/09/2021;",111.16
09,9,6,Aluguel,196,196,MISSING,MISSING,3700.0
09,9,6,Despesas gerais,196,196,10906,MISSING,2805.0
09,9,6,Despesas gerais,184,184,0.021.602,MISSING,36.1
09,9,6,Despesas gerais,184,184,0.021.827,MISSING,42.0
09,9,6,Despesas gerais,184,184,0.021.858,MISSING,42.2
09,9,6,"Locomoção, hospedagem e alimentação",191,190,000.015.305,MISSING,170.02
09,9,6,"Locomoção, hospedagem e alimentação",185,185,222559,MISSING,348.24
09,9,6,"Locomoção, hospedagem e alimentação",187,186,000.026.195,MISSING,348.81
09,9,6,"Locomoção, hospedagem e alimentação",196,196,000.090.061,MISSING,286.05
09,9,6,"Locomoção, hospedagem e alimentação",196,196,000.019.397,MISSING,272.03
09,9,6,"Locomoção, hospedagem e alimentação",189,188,000.077.798,MISSING,326.08
09,9,6,"Locomoção, hospedagem e alimentação",196,196,001326,MISSING,6785.0
09,9,6,"Locomoção, hospedagem e alimentação",196,196,001327,MISSING,1335.48
10,9,6,Divulgação,2315,2201,34984146,MISSING,1235.14
13,9,6,"Locomoção, hospedagem e alimentação",188,187,000.305.293,MISSING,100.0
13,9,6,"Locomoção, hospedagem e alimentação",196,196,001331,MISSING,1960.0
14,9,6,Aluguel,194,193,9,MISSING,2300.0
14,9,6,Contratações,195,194,95,MISSING,2500.0
14,9,6,"Locomoção, hospedagem e alimentação",191,190,000.015.355,MISSING,283.03
15,9,6,"Locomoção, hospedagem e alimentação",188,187,693041,MISSING,300.0
16,9,6,Aluguel,2472,529,054212348,MISSING,2113.24
16,9,6,Despesas gerais,184,184,0.022.021,MISSING,72.5
16,9,6,Contratações,185,185,1291,MISSING,1700.0
16,9,6,"Locomoção, hospedagem e alimentação",2477,185,000344807,MISSING,300.03
16,9,6,"Locomoção, hospedagem e alimentação",194,193,000.019.355,MISSING,199.0
16,9,6,Passagens,196,196,WGMRVH,"Companhia Aérea: LATAM, Localizador: WGMRVH. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3335 - BSB/CGB - 16/09/2021;",1549.05
19,9,6,Passagens,196,196,YXRXWG,"Companhia Aérea: GOL, Localizador: YXRXWG. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1716 - BSB/CGB - 23/09/2021;",946.82
20,9,6,"Locomoção, hospedagem e alimentação",196,196,000.019.823,MISSING,289.44
20,9,6,Passagens,196,196,HLLYGQ,"Companhia Aérea: LATAM, Localizador: HLLYGQ. Passageiros: EDUARDO ALVES DE MOURA (Matrícula 367830, COMISSIONADO), Voo: 3336 - CGB/BSB - 22/09/2021;",957.44
21,9,6,"Locomoção, hospedagem e alimentação",188,187,695.289,MISSING,200.0
22,9,6,Despesas gerais,184,184,0.022.190,MISSING,41.0
23,9,6,Despesas gerais,194,193,000026282,MISSING,213.87
23,9,6,"Locomoção, hospedagem e alimentação",188,187,202100000001589,MISSING,145.0
23,9,6,"Locomoção, hospedagem e alimentação",188,187,202100000001591,MISSING,150.0
23,9,6,"Locomoção, hospedagem e alimentação",188,187,202100000001590,MISSING,150.0
23,9,6,"Locomoção, hospedagem e alimentação",196,196,000019929,MISSING,250.0
24,9,6,Passagens,196,196,RNBEEQ,"Companhia Aérea: LATAM, Localizador: RNBEEQ. Passageiros: EDUARDO ALVES DE MOURA (Matrícula 367830, COMISSIONADO), Voo: 3335 - BSB/CGB - 24/09/2021;",812.1
26,9,6,"Locomoção, hospedagem e alimentação",187,186,876,MISSING,200.0
28,9,6,"Locomoção, hospedagem e alimentação",196,196,000020076,MISSING,300.81
28,9,6,Passagens,196,196,ZEGZXV,"Companhia Aérea: AZUL, Localizador: ZEGZXV. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 2803 - OPS/CGB - 30/09/2021;",701.52
28,9,6,Passagens,196,196,MNXIQG,"Companhia Aérea: LATAM, Localizador: MNXIQG. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3335 - CGB/BSB - 28/09/2021;",1415.43
28,9,6,Passagens,196,196,ZYU9UR,"Companhia Aérea: AZUL, Localizador: ZYU9UR. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 4422 - CGB/OPS - 29/09/2021; CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 4838 - BSB/CGB - 29/09/2021;",1670.41
29,9,6,Aluguel,194,193,240486092021001,MISSING,74.37
29,9,6,"Locomoção, hospedagem e alimentação",185,185,000.528.078,MISSING,306.08
29,9,6,Passagens,2430,196,TXWUXG,"Companhia Aérea: GOL, Localizador: TXWUXG. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 1716 - BSB/CGB - 02/09/2021;",965.77
29,9,6,Passagens,2430,196,IBZDRC,"Companhia Aérea: GOL, Localizador: IBZDRC. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 1713 - CGB/BSB - 21/09/2021; WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 1716 - BSB/CGB - 23/09/2021;",1121.54
29,9,6,Passagens,2430,196,KRVBLQ,"Companhia Aérea: GOL, Localizador: KRVBLQ. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 1713 - CGB/BSB - 28/09/2021; WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 1716 - BSB/CGB - 29/09/2021;",1221.54
30,9,6,"Locomoção, hospedagem e alimentação",2475,185,202100000010778,MISSING,189.0
30,9,6,"Locomoção, hospedagem e alimentação",2475,185,202100000010779,MISSING,189.0
30,9,6,"Locomoção, hospedagem e alimentação",2475,185,202100000010780,MISSING,189.0
30,9,6,"Locomoção, hospedagem e alimentação",2475,185,202100000010781,MISSING,189.0
10,10,6,Aluguel,196,196,MISSING,MISSING,3700.0
10,10,6,Despesas gerais,194,193,000021848,MISSING,173.78
10,10,6,Despesas gerais,196,196,11101,MISSING,2805.0
10,10,6,Despesas gerais,194,193,000.000.054,MISSING,443.0
10,10,6,"Locomoção, hospedagem e alimentação",191,190,261867,MISSING,352.01
10,10,6,"Locomoção, hospedagem e alimentação",196,196,000020165,MISSING,342.03
10,10,6,"Locomoção, hospedagem e alimentação",194,193,202100000002080,MISSING,116.0
10,10,6,"Locomoção, hospedagem e alimentação",194,193,202100000002079,MISSING,130.0
10,10,6,"Locomoção, hospedagem e alimentação",194,193,202100000002078,MISSING,130.0
10,10,6,Passagens,196,196,YY1KRE,"Companhia Aérea: AZUL, Localizador: YY1KRE. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 4838 - BSB/CGB - 06/10/2021;",805.84
10,10,6,Passagens,196,196,YDZKSL,"Companhia Aérea: LATAM, Localizador: YDZKSL. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3292 - CGB/BSB - 05/10/2021;",1169.08
10,10,6,Passagens,196,196,DOZFED,"Companhia Aérea: GOL, Localizador: DOZFED. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1713 - CGB/BSB - 19/10/2021;",636.38
11,10,6,Divulgação,2315,2201,35879303,MISSING,3496.54
13,10,6,"Locomoção, hospedagem e alimentação",196,196,001331,MISSING,6440.0
13,10,6,Passagens,2529,2706,UQKLNW,"Companhia Aérea: LATAM, Localizador: UQKLNW. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3292 - CGB/BSB - 19/10/2021;",370.85
14,10,6,Despesas gerais,194,193,000019505,MISSING,431.0
14,10,6,"Locomoção, hospedagem e alimentação",196,196,000020474,MISSING,300.0
14,10,6,Passagens,2529,2706,WDYRMG,"Companhia Aérea: LATAM, Localizador: WDYRMG. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3335 - BSB/CGB - 21/10/2021;",222.23
15,10,6,Aluguel,2472,529,055465783,MISSING,2602.06
16,10,6,"Locomoção, hospedagem e alimentação",196,196,000095006,MISSING,178.73
19,10,6,Aluguel,190,189,8,MISSING,1000.0
20,10,6,Contratações,195,194,100,MISSING,2500.0
20,10,6,"Locomoção, hospedagem e alimentação",191,190,000024442,MISSING,152.97
21,10,6,"Locomoção, hospedagem e alimentação",196,196,000095485,MISSING,200.0
22,10,6,"Locomoção, hospedagem e alimentação",196,196,000095571,MISSING,200.0
22,10,6,Passagens,196,196,TKPCWP,"Companhia Aérea: LATAM, Localizador: TKPCWP. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3034 - BSB/SDU - 22/10/2021;",1493.78
25,10,6,Despesas gerais,190,189,46444,MISSING,259.0
25,10,6,"Locomoção, hospedagem e alimentação",196,196,000020696,MISSING,250.0
25,10,6,Passagens,196,196,SWIJ9B,"Companhia Aérea: AZUL, Localizador: SWIJ9B. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 4897 - BSB/CGB - 28/10/2021;",1069.13
27,10,6,"Locomoção, hospedagem e alimentação",196,196,000096087,MISSING,227.08
28,10,6,"Locomoção, hospedagem e alimentação",196,196,000020772,MISSING,300.0
29,10,6,Aluguel,194,193,10,MISSING,2600.0
30,10,6,"Locomoção, hospedagem e alimentação",192,191,29646,MISSING,144.0
30,10,6,"Locomoção, hospedagem e alimentação",196,196,001334,MISSING,1960.0
31,10,6,"Locomoção, hospedagem e alimentação",193,192,18243,MISSING,191.0
11,11,6,Aluguel,196,196,MISSING,MISSING,3700.0
11,11,6,Aluguel,194,193,142,MISSING,130.0
11,11,6,Despesas gerais,194,193,000026808,MISSING,257.46
11,11,6,Despesas gerais,196,196,11301,MISSING,2805.0
11,11,6,Despesas gerais,194,193,000019629,MISSING,230.8
11,11,6,Despesas gerais,194,193,000000071,MISSING,225.0
11,11,6,Despesas gerais,195,194,623660,MISSING,20.63
11,11,6,"Locomoção, hospedagem e alimentação",196,334,000037692,MISSING,168.02
11,11,6,"Locomoção, hospedagem e alimentação",196,196,000096635,MISSING,170.31
11,11,6,"Locomoção, hospedagem e alimentação",196,196,000096740,MISSING,200.0
11,11,6,"Locomoção, hospedagem e alimentação",196,196,000096895,MISSING,200.0
11,11,6,"Locomoção, hospedagem e alimentação",196,196,000097167,MISSING,200.0
11,11,6,"Locomoção, hospedagem e alimentação",196,196,000097521,MISSING,200.0
11,11,6,Passagens,2428,196,QCIQSY,"Companhia Aérea: AZUL, Localizador: QCIQSY. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 4660 - CGB/BSB - 10/11/2021;",240.21
11,11,6,Passagens,196,196,FJJRWQ,"Companhia Aérea: AZUL, Localizador: FJJRWQ. Passageiros: EDUARDO ALVES DE MOURA (Matrícula 367830, COMISSIONADO), Voo: 4660 - CGB/BSB - 23/11/2021; EDUARDO ALVES DE MOURA (Matrícula 367830, COMISSIONADO), Voo: 4838 - BSB/CGB - 25/11/2021;",487.56
11,11,6,Passagens,196,196,VUTMJG,"Companhia Aérea: LATAM, Localizador: VUTMJG. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3599 - CGB/BSB - 09/11/2021; CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3474 - BSB/CGB - 11/11/2021;",1336.97
